StockCode,Stock,LastUpdated,Total_Sold,New_Stock
22262,4707,2025-04-29,0.0,4707.0
22637,4605,2025-05-22,0.0,4605.0
21934,8021,2025-05-20,0.0,8021.0
21169,16778,2025-05-13,0.0,16778.0
21166,14129,2025-05-14,0.0,14129.0
21175,13838,2025-05-07,0.0,13838.0
37444,13121,2025-05-22,0.0,13121.0
22083,13235,2025-05-11,0.0,13235.0
84971,15046,2025-05-15,0.0,15046.0
47580,394,2025-05-13,0.0,394.0
22261,19872,2025-05-07,0.0,19872.0
84832,3339,2025-05-02,0.0,3339.0
22644,4508,2025-05-06,0.0,4508.0
21533,15002,2025-05-06,0.0,15002.0
21557,1084,2025-05-27,0.0,1084.0
15056,7654,2025-04-29,0.0,7654.0
22646,10205,2025-04-30,0.0,10205.0
22176,3272,2025-05-15,0.0,3272.0
22438,9531,2025-05-14,0.0,9531.0
22778,2605,2025-05-27,0.0,2605.0
22719,8566,2025-05-23,0.0,8566.0
21523,11183,2025-05-28,0.0,11183.0
D,926,2025-05-16,0.0,926.0
21912,8520,2025-05-06,0.0,8520.0
21832,2109,2025-05-22,0.0,2109.0
22379,6232,2025-04-29,0.0,6232.0
22381,16909,2025-05-16,0.0,16909.0
22798,8950,2025-05-05,0.0,8950.0
22926,15432,2025-04-29,0.0,15432.0
22839,7974,2025-05-26,0.0,7974.0
22838,2745,2025-05-05,0.0,2745.0
22783,282,2025-05-03,0.0,282.0
35004,7978,2025-05-24,0.0,7978.0
82484,10936,2025-05-25,0.0,10936.0
84755,902,2025-05-03,0.0,902.0
22464,620,2025-05-03,0.0,620.0
21324,7587,2025-05-14,0.0,7587.0
22457,11997,2025-05-17,0.0,11997.0
22469,17272,2025-05-04,0.0,17272.0
22470,13379,2025-05-25,0.0,13379.0
22224,2066,2025-05-27,0.0,2066.0
21340,14060,2025-05-11,0.0,14060.0
22189,7322,2025-05-19,0.0,7322.0
22427,14950,2025-05-18,0.0,14950.0
22428,6626,2025-05-17,0.0,6626.0
22424,6718,2025-05-23,0.0,6718.0
22663,12845,2025-05-25,0.0,12845.0
85049,9711,2025-04-29,0.0,9711.0
22168,18432,2025-05-09,0.0,18432.0
22662,9407,2025-05-22,0.0,9407.0
84880,3392,2025-05-19,0.0,3392.0
79321,18055,2025-05-12,0.0,18055.0
22780,11701,2025-05-18,0.0,11701.0
22779,3358,2025-05-13,0.0,3358.0
22466,15401,2025-05-25,0.0,15401.0
21363,3933,2025-05-24,0.0,3933.0
21411,11387,2025-05-12,0.0,11387.0
22318,11448,2025-05-18,0.0,11448.0
22915,13344,2025-05-03,0.0,13344.0
22922,17675,2025-05-08,0.0,17675.0
22969,18976,2025-05-15,0.0,18976.0
22923,6649,2025-05-13,0.0,6649.0
21115,7002,2025-05-10,0.0,7002.0
22242,16883,2025-05-28,0.0,16883.0
22941,2477,2025-05-19,0.0,2477.0
21622,1807,2025-05-03,0.0,1807.0
85014,2144,2025-05-21,0.0,2144.0
22193,9635,2025-05-04,0.0,9635.0
22192,8482,2025-04-29,0.0,8482.0
22191,1266,2025-05-18,0.0,1266.0
22195,1033,2025-05-13,0.0,1033.0
22196,18061,2025-05-10,0.0,18061.0
22962,1006,2025-05-01,0.0,1006.0
22963,9108,2025-04-29,0.0,9108.0
22968,19844,2025-05-13,0.0,19844.0
84970,15729,2025-05-08,0.0,15729.0
22910,7457,2025-05-13,0.0,7457.0
20668,9867,2025-05-19,0.0,9867.0
22197,17824,2025-05-19,0.0,17824.0
22198,13500,2025-05-16,0.0,13500.0
21080,19571,2025-05-13,0.0,19571.0
21086,7952,2025-05-21,0.0,7952.0
21786,10191,2025-05-21,0.0,10191.0
22654,12697,2025-05-11,0.0,12697.0
21485,16939,2025-05-07,0.0,16939.0
84030,5742,2025-05-03,0.0,5742.0
22174,18231,2025-05-03,0.0,18231.0
22556,9467,2025-05-21,0.0,9467.0
21984,146,2025-05-06,0.0,146.0
21983,9050,2025-04-29,0.0,9050.0
21980,14231,2025-05-05,0.0,14231.0
21484,3396,2025-05-12,0.0,3396.0
22557,3778,2025-05-02,0.0,3778.0
22553,1428,2025-05-15,0.0,1428.0
22150,9704,2025-05-22,0.0,9704.0
22619,11254,2025-05-28,0.0,11254.0
21891,2635,2025-05-08,0.0,2635.0
21889,8611,2025-05-27,0.0,8611.0
22827,13575,2025-05-13,0.0,13575.0
22127,3081,2025-05-17,0.0,3081.0
22128,16788,2025-05-03,0.0,16788.0
22502,2177,2025-05-08,0.0,2177.0
22338,13593,2025-05-26,0.0,13593.0
22180,5090,2025-05-26,0.0,5090.0
21506,15882,2025-05-26,0.0,15882.0
22866,2167,2025-05-03,0.0,2167.0
22865,10439,2025-05-21,0.0,10439.0
22349,12494,2025-05-18,0.0,12494.0
22558,15311,2025-05-27,0.0,15311.0
85152,16101,2025-05-09,0.0,16101.0
22652,10343,2025-05-10,0.0,10343.0
22188,15859,2025-05-28,0.0,15859.0
21314,18377,2025-05-14,0.0,18377.0
22730,10064,2025-05-20,0.0,10064.0
22729,15970,2025-05-14,0.0,15970.0
22867,12303,2025-05-03,0.0,12303.0
22803,12140,2025-05-12,0.0,12140.0
21844,19228,2025-05-12,0.0,19228.0
22468,18174,2025-05-10,0.0,18174.0
48185,12710,2025-05-11,0.0,12710.0
21232,2333,2025-05-21,0.0,2333.0
22064,410,2025-05-08,0.0,410.0
22449,3022,2025-05-10,0.0,3022.0
22835,7984,2025-05-21,0.0,7984.0
22112,15092,2025-05-13,0.0,15092.0
21479,219,2025-05-17,0.0,219.0
22111,14711,2025-05-25,0.0,14711.0
22110,2077,2025-05-26,0.0,2077.0
22098,15461,2025-04-30,0.0,15461.0
22100,5158,2025-05-23,0.0,5158.0
22766,12364,2025-05-28,0.0,12364.0
22451,5620,2025-05-04,0.0,5620.0
22549,17727,2025-05-01,0.0,17727.0
84744,7512,2025-05-24,0.0,7512.0
21328,9846,2025-05-10,0.0,9846.0
17091,11568,2025-05-09,0.0,11568.0
22473,8437,2025-05-07,0.0,8437.0
84509,13828,2025-05-18,0.0,13828.0
84510,419,2025-05-15,0.0,419.0
22767,18440,2025-05-11,0.0,18440.0
22768,7963,2025-05-27,0.0,7963.0
21463,8831,2025-05-02,0.0,8831.0
21464,7377,2025-05-16,0.0,7377.0
20820,5815,2025-05-21,0.0,5815.0
85150,5481,2025-05-18,0.0,5481.0
22117,14869,2025-05-17,0.0,14869.0
48129,15657,2025-05-06,0.0,15657.0
82580,17030,2025-05-10,0.0,17030.0
82578,6754,2025-05-24,0.0,6754.0
82581,1380,2025-05-18,0.0,1380.0
22413,3060,2025-05-21,0.0,3060.0
21907,4285,2025-05-17,0.0,4285.0
22441,9883,2025-05-15,0.0,9883.0
21122,2976,2025-05-20,0.0,2976.0
22851,10134,2025-05-13,0.0,10134.0
22810,10216,2025-05-24,0.0,10216.0
22809,12233,2025-05-11,0.0,12233.0
22435,8156,2025-05-02,0.0,8156.0
20966,1543,2025-05-18,0.0,1543.0
20963,12987,2025-05-27,0.0,12987.0
20961,1817,2025-05-12,0.0,1817.0
22068,3542,2025-05-18,0.0,3542.0
21743,10250,2025-05-07,0.0,10250.0
21744,8136,2025-05-09,0.0,8136.0
84709,5644,2025-04-30,0.0,5644.0
21592,16801,2025-05-17,0.0,16801.0
21587,9941,2025-05-16,0.0,9941.0
20992,14193,2025-05-10,0.0,14193.0
22804,4737,2025-05-02,0.0,4737.0
20749,16401,2025-05-18,0.0,16401.0
22382,14408,2025-05-17,0.0,14408.0
20726,14697,2025-05-13,0.0,14697.0
22384,17773,2025-05-17,0.0,17773.0
22467,8809,2025-05-28,0.0,8809.0
84625,12883,2025-05-04,0.0,12883.0
21108,5743,2025-05-05,0.0,5743.0
22848,2497,2025-05-10,0.0,2497.0
47570,6575,2025-05-27,0.0,6575.0
22837,12206,2025-05-21,0.0,12206.0
22297,3732,2025-05-06,0.0,3732.0
22772,6739,2025-05-12,0.0,6739.0
22773,2206,2025-05-10,0.0,2206.0
22805,14030,2025-05-26,0.0,14030.0
21125,17091,2025-05-07,0.0,17091.0
21126,3039,2025-05-06,0.0,3039.0
21061,19943,2025-05-24,0.0,19943.0
21063,11755,2025-05-02,0.0,11755.0
21062,19809,2025-05-18,0.0,19809.0
84380,8667,2025-05-11,0.0,8667.0
84378,2710,2025-04-30,0.0,2710.0
22964,3431,2025-05-09,0.0,3431.0
21213,1744,2025-05-28,0.0,1744.0
22417,9595,2025-05-24,0.0,9595.0
84992,13814,2025-05-17,0.0,13814.0
22383,4031,2025-05-19,0.0,4031.0
20728,5174,2025-05-26,0.0,5174.0
20727,17418,2025-05-06,0.0,17418.0
22296,10644,2025-05-27,0.0,10644.0
20914,2642,2025-05-20,0.0,2642.0
22537,7788,2025-05-20,0.0,7788.0
22533,18584,2025-05-16,0.0,18584.0
20982,13461,2025-04-30,0.0,13461.0
21915,19365,2025-05-14,0.0,19365.0
21914,4785,2025-05-06,0.0,4785.0
21544,6821,2025-05-20,0.0,6821.0
22813,15586,2025-05-13,0.0,15586.0
84375,8414,2025-05-03,0.0,8414.0
22418,10578,2025-05-27,0.0,10578.0
22178,13307,2025-05-23,0.0,13307.0
22465,8975,2025-05-17,0.0,8975.0
84949,11003,2025-05-20,0.0,11003.0
20685,11025,2025-04-30,0.0,11025.0
48194,15156,2025-05-17,0.0,15156.0
22488,18161,2025-05-22,0.0,18161.0
22219,17252,2025-05-26,0.0,17252.0
22610,19042,2025-05-16,0.0,19042.0
22716,13132,2025-05-23,0.0,13132.0
22706,8785,2025-05-22,0.0,8785.0
22371,5391,2025-05-08,0.0,5391.0
21210,6636,2025-05-07,0.0,6636.0
16237,16421,2025-05-02,0.0,16421.0
22714,7211,2025-04-29,0.0,7211.0
22812,19881,2025-05-06,0.0,19881.0
84347,10584,2025-05-13,0.0,10584.0
22736,17030,2025-05-13,0.0,17030.0
22620,16102,2025-05-04,0.0,16102.0
21705,11533,2025-05-14,0.0,11533.0
90199,15498,2025-05-25,0.0,15498.0
22785,12163,2025-05-23,0.0,12163.0
22975,3258,2025-05-09,0.0,3258.0
22972,10044,2025-05-28,0.0,10044.0
22568,1651,2025-05-14,0.0,1651.0
85116,11557,2025-05-01,0.0,11557.0
22664,1839,2025-05-20,0.0,1839.0
21609,10537,2025-05-04,0.0,10537.0
21866,16616,2025-04-30,0.0,16616.0
20669,1337,2025-05-10,0.0,1337.0
90129,11448,2025-05-11,0.0,11448.0
90210,12564,2025-05-02,0.0,12564.0
21955,12394,2025-05-25,0.0,12394.0
72802,9891,2025-05-21,0.0,9891.0
22109,18402,2025-05-26,0.0,18402.0
22531,17598,2025-05-26,0.0,17598.0
21811,15594,2025-05-20,0.0,15594.0
22183,12142,2025-05-15,0.0,12142.0
21678,12731,2025-05-06,0.0,12731.0
21676,8031,2025-05-07,0.0,8031.0
85169,15749,2025-05-25,0.0,15749.0
16238,1913,2025-05-07,0.0,1913.0
84906,16557,2025-05-18,0.0,16557.0
21867,8446,2025-05-26,0.0,8446.0
22075,10984,2025-05-14,0.0,10984.0
21326,17464,2025-05-23,0.0,17464.0
21065,15434,2025-05-02,0.0,15434.0
22074,7438,2025-05-03,0.0,7438.0
20713,10128,2025-05-01,0.0,10128.0
21116,9070,2025-05-12,0.0,9070.0
21824,12815,2025-05-01,0.0,12815.0
21823,12690,2025-04-30,0.0,12690.0
22153,242,2025-05-23,0.0,242.0
20717,3462,2025-05-24,0.0,3462.0
22328,4769,2025-05-15,0.0,4769.0
22327,768,2025-05-05,0.0,768.0
22630,3261,2025-05-19,0.0,3261.0
21245,15465,2025-05-02,0.0,15465.0
21244,16536,2025-05-18,0.0,16536.0
21242,4344,2025-05-18,0.0,4344.0
21243,10698,2025-05-28,0.0,10698.0
22273,15477,2025-05-14,0.0,15477.0
22940,17571,2025-05-20,0.0,17571.0
22759,17368,2025-04-30,0.0,17368.0
21880,17922,2025-05-03,0.0,17922.0
21738,13031,2025-05-28,0.0,13031.0
22077,1959,2025-05-07,0.0,1959.0
21448,16924,2025-05-11,0.0,16924.0
22243,17734,2025-05-26,0.0,17734.0
22141,15860,2025-05-19,0.0,15860.0
22144,12195,2025-05-16,0.0,12195.0
21739,17762,2025-05-21,0.0,17762.0
22271,1657,2025-05-21,0.0,1657.0
22274,18001,2025-05-11,0.0,18001.0
22751,19730,2025-05-06,0.0,19730.0
21034,10697,2025-05-03,0.0,10697.0
22570,9129,2025-05-15,0.0,9129.0
22569,12706,2025-05-16,0.0,12706.0
22902,16154,2025-05-28,0.0,16154.0
21710,1782,2025-05-25,0.0,1782.0
21708,16326,2025-04-29,0.0,16326.0
21711,13309,2025-05-16,0.0,13309.0
22179,12058,2025-05-13,0.0,12058.0
21706,8043,2025-05-07,0.0,8043.0
85184,19699,2025-05-10,0.0,19699.0
22988,1116,2025-05-06,0.0,1116.0
20750,13942,2025-05-11,0.0,13942.0
22952,17764,2025-05-27,0.0,17764.0
22739,5951,2025-05-27,0.0,5951.0
22738,1179,2025-05-24,0.0,1179.0
22909,19973,2025-05-28,0.0,19973.0
35591,12281,2025-05-08,0.0,12281.0
22186,3183,2025-05-18,0.0,3183.0
22695,4866,2025-05-24,0.0,4866.0
22580,14358,2025-05-07,0.0,14358.0
22147,15785,2025-05-27,0.0,15785.0
22130,19074,2025-05-24,0.0,19074.0
22694,14274,2025-05-23,0.0,14274.0
21790,6566,2025-05-12,0.0,6566.0
22149,16209,2025-05-26,0.0,16209.0
22321,8001,2025-05-06,0.0,8001.0
22594,8284,2025-04-30,0.0,8284.0
22593,4501,2025-05-24,0.0,4501.0
22595,9513,2025-05-09,0.0,9513.0
21986,9837,2025-05-09,0.0,9837.0
22750,9345,2025-05-23,0.0,9345.0
22616,876,2025-05-10,0.0,876.0
22775,8683,2025-05-17,0.0,8683.0
22899,13435,2025-05-25,0.0,13435.0
22367,2002,2025-05-14,0.0,2002.0
22942,6650,2025-05-06,0.0,6650.0
21976,17216,2025-05-08,0.0,17216.0
22951,1916,2025-05-20,0.0,1916.0
22834,17379,2025-05-22,0.0,17379.0
21916,16545,2025-05-15,0.0,16545.0
22587,16949,2025-05-11,0.0,16949.0
22566,14249,2025-05-08,0.0,14249.0
22565,6221,2025-05-07,0.0,6221.0
22472,232,2025-05-03,0.0,232.0
22551,14587,2025-05-28,0.0,14587.0
22554,14862,2025-05-24,0.0,14862.0
22534,3182,2025-05-06,0.0,3182.0
22529,11079,2025-05-27,0.0,11079.0
22530,16803,2025-05-17,0.0,16803.0
84032,6312,2025-05-06,0.0,6312.0
22807,2343,2025-05-17,0.0,2343.0
21494,12322,2025-05-15,0.0,12322.0
22938,315,2025-05-07,0.0,315.0
21892,2598,2025-05-07,0.0,2598.0
21890,13917,2025-05-28,0.0,13917.0
21718,18081,2025-05-08,0.0,18081.0
21716,12239,2025-05-26,0.0,12239.0
21715,13948,2025-05-25,0.0,13948.0
22113,16267,2025-05-24,0.0,16267.0
22358,13066,2025-05-11,0.0,13066.0
22357,16415,2025-05-25,0.0,16415.0
22115,17725,2025-05-22,0.0,17725.0
21481,5846,2025-05-21,0.0,5846.0
22585,9719,2025-05-23,0.0,9719.0
21556,1228,2025-05-18,0.0,1228.0
22645,18356,2025-05-19,0.0,18356.0
22650,7648,2025-05-06,0.0,7648.0
22508,14446,2025-05-13,0.0,14446.0
22511,10621,2025-05-27,0.0,10621.0
22829,19700,2025-05-09,0.0,19700.0
21154,14320,2025-05-21,0.0,14320.0
17021,10409,2025-05-18,0.0,10409.0
22059,4361,2025-05-13,0.0,4361.0
84678,14688,2025-05-24,0.0,14688.0
85172,12492,2025-05-16,0.0,12492.0
22142,14127,2025-05-10,0.0,14127.0
21591,13054,2025-05-19,0.0,13054.0
22480,10013,2025-05-03,0.0,10013.0
22294,17065,2025-05-07,0.0,17065.0
21156,10257,2025-05-19,0.0,10257.0
10133,19396,2025-05-27,0.0,19396.0
72800,2516,2025-05-19,0.0,2516.0
84836,19745,2025-05-28,0.0,19745.0
20774,13617,2025-05-03,0.0,13617.0
20773,9044,2025-05-17,0.0,9044.0
20777,4703,2025-05-08,0.0,4703.0
16016,3437,2025-05-12,0.0,3437.0
16014,11212,2025-05-02,0.0,11212.0
21651,2084,2025-05-09,0.0,2084.0
22618,5474,2025-05-09,0.0,5474.0
21586,10712,2025-05-15,0.0,10712.0
22152,6740,2025-05-03,0.0,6740.0
84754,9450,2025-05-01,0.0,9450.0
22670,15668,2025-05-25,0.0,15668.0
84849,12272,2025-05-19,0.0,12272.0
22927,5554,2025-05-22,0.0,5554.0
22925,13874,2025-04-30,0.0,13874.0
21259,18137,2025-05-06,0.0,18137.0
21257,17922,2025-05-12,0.0,17922.0
21121,7996,2025-04-29,0.0,7996.0
82552,16638,2025-05-24,0.0,16638.0
90200,12602,2025-05-09,0.0,12602.0
90059,18722,2025-05-13,0.0,18722.0
90185,917,2025-05-26,0.0,917.0
22737,18820,2025-05-25,0.0,18820.0
21260,15416,2025-05-27,0.0,15416.0
22744,16825,2025-05-12,0.0,16825.0
21985,4018,2025-05-16,0.0,4018.0
22295,8754,2025-05-07,0.0,8754.0
16258,1089,2025-05-08,0.0,1089.0
21992,9711,2025-05-23,0.0,9711.0
21124,19607,2025-05-28,0.0,19607.0
22735,5462,2025-05-09,0.0,5462.0
22945,5016,2025-05-07,0.0,5016.0
21816,7345,2025-05-27,0.0,7345.0
21815,5467,2025-05-12,0.0,5467.0
21814,4938,2025-05-10,0.0,4938.0
10125,6560,2025-05-23,0.0,6560.0
22573,18348,2025-05-16,0.0,18348.0
22577,10089,2025-05-06,0.0,10089.0
22603,8214,2025-05-21,0.0,8214.0
20878,14795,2025-05-22,0.0,14795.0
20866,19576,2025-05-23,0.0,19576.0
85095,9122,2025-05-28,0.0,9122.0
22333,3558,2025-05-07,0.0,3558.0
21584,10978,2025-05-16,0.0,10978.0
22731,10639,2025-04-29,0.0,10639.0
22956,16937,2025-05-25,0.0,16937.0
22582,17817,2025-05-13,0.0,17817.0
85231,19619,2025-05-21,0.0,19619.0
22082,14612,2025-05-15,0.0,14612.0
22500,4276,2025-05-05,0.0,4276.0
22742,1812,2025-05-16,0.0,1812.0
21329,13934,2025-05-11,0.0,13934.0
21327,16394,2025-05-20,0.0,16394.0
48173,4048,2025-05-12,0.0,4048.0
72818,4664,2025-05-03,0.0,4664.0
22312,6956,2025-05-16,0.0,6956.0
21137,18654,2025-04-29,0.0,18654.0
22041,17707,2025-05-04,0.0,17707.0
20979,1589,2025-05-13,0.0,1589.0
20977,16443,2025-05-13,0.0,16443.0
22571,11915,2025-05-19,0.0,11915.0
22423,561,2025-04-29,0.0,561.0
21621,19490,2025-05-26,0.0,19490.0
47563,13413,2025-05-24,0.0,13413.0
84558,1028,2025-05-09,0.0,1028.0
21577,10069,2025-05-11,0.0,10069.0
22087,3326,2025-04-29,0.0,3326.0
22651,14802,2025-05-09,0.0,14802.0
22713,5834,2025-05-01,0.0,5834.0
21370,19402,2025-05-22,0.0,19402.0
21367,1689,2025-05-28,0.0,1689.0
22376,125,2025-05-12,0.0,125.0
21895,2562,2025-05-13,0.0,2562.0
22372,9244,2025-05-07,0.0,9244.0
21190,1832,2025-05-14,0.0,1832.0
21894,14317,2025-05-22,0.0,14317.0
70007,12426,2025-05-08,0.0,12426.0
46000,6346,2025-05-24,0.0,6346.0
22712,11871,2025-05-19,0.0,11871.0
22983,6886,2025-05-23,0.0,6886.0
22024,14088,2025-05-07,0.0,14088.0
21488,7782,2025-04-29,0.0,7782.0
22895,13526,2025-05-03,0.0,13526.0
22784,9569,2025-05-17,0.0,9569.0
21441,16746,2025-05-13,0.0,16746.0
84947,18334,2025-04-29,0.0,18334.0
22485,11867,2025-05-19,0.0,11867.0
21794,828,2025-05-26,0.0,828.0
20707,5514,2025-05-06,0.0,5514.0
22588,8693,2025-05-21,0.0,8693.0
21292,4839,2025-04-30,0.0,4839.0
22760,13921,2025-05-20,0.0,13921.0
22107,11664,2025-05-27,0.0,11664.0
21486,5332,2025-05-11,0.0,5332.0
22151,414,2025-05-20,0.0,414.0
22643,18128,2025-04-29,0.0,18128.0
22642,1286,2025-05-05,0.0,1286.0
22604,10291,2025-05-02,0.0,10291.0
22099,5401,2025-05-07,0.0,5401.0
22653,686,2025-05-15,0.0,686.0
22906,11862,2025-05-03,0.0,11862.0
22754,16567,2025-05-28,0.0,16567.0
22919,3396,2025-05-24,0.0,3396.0
22917,7842,2025-05-18,0.0,7842.0
22920,18296,2025-05-15,0.0,18296.0
22921,6640,2025-05-06,0.0,6640.0
22918,1673,2025-05-26,0.0,1673.0
22916,886,2025-05-03,0.0,886.0
22575,8241,2025-05-13,0.0,8241.0
21804,5778,2025-05-19,0.0,5778.0
21588,3057,2025-05-15,0.0,3057.0
22955,8289,2025-05-19,0.0,8289.0
22583,938,2025-05-09,0.0,938.0
22241,9775,2025-05-07,0.0,9775.0
22904,18511,2025-04-29,0.0,18511.0
22905,18566,2025-05-04,0.0,18566.0
22092,12152,2025-05-19,0.0,12152.0
22096,10449,2025-05-06,0.0,10449.0
21358,2590,2025-05-17,0.0,2590.0
21123,4422,2025-05-26,0.0,4422.0
21427,15062,2025-05-16,0.0,15062.0
21930,13832,2025-05-20,0.0,13832.0
20772,1941,2025-05-27,0.0,1941.0
71406,11605,2025-05-17,0.0,11605.0
84985,7610,2025-05-11,0.0,7610.0
20754,1555,2025-05-28,0.0,1555.0
84596,15656,2025-05-13,0.0,15656.0
21111,14389,2025-05-19,0.0,14389.0
22501,17299,2025-05-21,0.0,17299.0
22854,14239,2025-05-03,0.0,14239.0
47599,5342,2025-05-25,0.0,5342.0
20972,10331,2025-04-30,0.0,10331.0
21041,15259,2025-05-08,0.0,15259.0
21664,1095,2025-05-12,0.0,1095.0
22907,330,2025-05-03,0.0,330.0
22776,4768,2025-05-06,0.0,4768.0
21810,17506,2025-05-02,0.0,17506.0
21197,13536,2025-05-23,0.0,13536.0
85035,13968,2025-05-05,0.0,13968.0
84968,5139,2025-05-12,0.0,5139.0
21098,13006,2025-05-05,0.0,13006.0
21192,15016,2025-05-21,0.0,15016.0
84563,5457,2025-05-16,0.0,5457.0
47504,4783,2025-05-17,0.0,4783.0
21742,6216,2025-05-24,0.0,6216.0
22481,11334,2025-05-01,0.0,11334.0
22943,17190,2025-05-11,0.0,17190.0
22699,5909,2025-05-22,0.0,5909.0
22217,4082,2025-05-17,0.0,4082.0
22227,19428,2025-05-12,0.0,19428.0
21106,4365,2025-05-25,0.0,4365.0
21107,5925,2025-05-11,0.0,5925.0
22697,6464,2025-05-04,0.0,6464.0
21826,13838,2025-05-11,0.0,13838.0
22548,9130,2025-05-11,0.0,9130.0
17164,3988,2025-05-24,0.0,3988.0
22429,17866,2025-05-14,0.0,17866.0
20974,8052,2025-05-11,0.0,8052.0
20973,3863,2025-05-23,0.0,3863.0
15044,8889,2025-05-24,0.0,8889.0
21135,447,2025-05-22,0.0,447.0
22173,745,2025-05-15,0.0,745.0
22626,2742,2025-05-14,0.0,2742.0
22625,18468,2025-05-05,0.0,18468.0
22624,1443,2025-05-05,0.0,1443.0
84945,2705,2025-05-23,0.0,2705.0
22244,10294,2025-05-26,0.0,10294.0
47421,10927,2025-05-05,0.0,10927.0
20712,13275,2025-05-22,0.0,13275.0
22973,3236,2025-05-13,0.0,3236.0
84569,9791,2025-05-15,0.0,9791.0
22815,8865,2025-05-26,0.0,8865.0
85114,14350,2025-05-25,0.0,14350.0
22584,10135,2025-05-02,0.0,10135.0
22454,9726,2025-05-18,0.0,9726.0
22974,6432,2025-05-17,0.0,6432.0
21452,16542,2025-05-13,0.0,16542.0
22743,16264,2025-05-05,0.0,16264.0
22911,3550,2025-04-30,0.0,3550.0
22453,13605,2025-05-08,0.0,13605.0
22445,3853,2025-05-07,0.0,3853.0
22607,11955,2025-05-16,0.0,11955.0
22635,7524,2025-05-27,0.0,7524.0
22634,6973,2025-05-03,0.0,6973.0
22222,16236,2025-05-05,0.0,16236.0
22947,2937,2025-05-16,0.0,2937.0
22187,7586,2025-05-03,0.0,7586.0
